TF,bin,tags
Sox2,122651276,0
Sox2,122651301,0
Sox2,122651326,0
Sox2,122651351,0
Sox2,122651376,0
Sox2,122651401,0
Sox2,122651426,0
Sox2,122651451,0
Sox2,122651476,0
Sox2,122651501,0
Sox2,122651526,0
Sox2,122651551,0
Sox2,122651576,0
Sox2,122651601,1
Sox2,122651626,1
Sox2,122651651,0
Sox2,122651676,0
Sox2,122651701,0
Sox2,122651726,0
Sox2,122651751,0
Sox2,122651776,0
Sox2,122651801,0
Sox2,122651826,0
Sox2,122651851,1
Sox2,122651876,1
Sox2,122651901,0
Sox2,122651926,0
Sox2,122651951,0
Sox2,122651976,0
Sox2,122652001,1
Sox2,122652026,1
Sox2,122652051,1
Sox2,122652076,1
Sox2,122652101,0
Sox2,122652126,0
Sox2,122652151,0
Sox2,122652176,0
Sox2,122652201,0
Sox2,122652226,0
Sox2,122652251,0
Sox2,122652276,0
Sox2,122652301,0
Sox2,122652326,0
Sox2,122652351,0
Sox2,122652376,0
Sox2,122652401,1
Sox2,122652426,1
Sox2,122652451,0
Sox2,122652476,1
Sox2,122652501,3
Sox2,122652526,2
Sox2,122652551,2
Sox2,122652576,4
Sox2,122652601,4
Sox2,122652626,3
Sox2,122652651,4
Sox2,122652676,4
Sox2,122652701,1
Sox2,122652726,3
Sox2,122652751,4
Sox2,122652776,2
Sox2,122652801,2
Sox2,122652826,1
Sox2,122652851,0
Sox2,122652876,0
Sox2,122652901,0
Sox2,122652926,1
Sox2,122652951,2
Sox2,122652976,3
Sox2,122653001,3
Sox2,122653026,3
Sox2,122653051,3
Sox2,122653076,3
Sox2,122653101,5
Sox2,122653126,3
Sox2,122653151,0
Sox2,122653176,2
Sox2,122653201,3
Sox2,122653226,1
Sox2,122653251,0
Sox2,122653276,0
Sox2,122653301,0
Sox2,122653326,0
Sox2,122653351,0
Sox2,122653376,0
Sox2,122653401,3
Sox2,122653426,4
Sox2,122653451,1
Sox2,122653476,1
Sox2,122653501,2
Sox2,122653526,2
Sox2,122653551,1
Sox2,122653576,0
Sox2,122653601,0
Sox2,122653626,1
Sox2,122653651,1
Sox2,122653676,0
Sox2,122653701,0
Sox2,122653726,0
Sox2,122653751,0
Sox2,122653776,0
Sox2,122653801,0
Sox2,122653826,0
Sox2,122653851,0
Sox2,122653876,0
Sox2,122653901,0
Sox2,122653926,0
Sox2,122653951,0
Sox2,122653976,0
Sox2,122654001,0
Sox2,122654026,0
Sox2,122654051,1
Sox2,122654076,3
Sox2,122654101,2
Sox2,122654126,0
Sox2,122654151,0
Sox2,122654176,0
Sox2,122654201,0
Sox2,122654226,1
Sox2,122654251,1
Sox2,122654276,0
Sox2,122654301,1
Sox2,122654326,1
Sox2,122654351,0
Sox2,122654376,0
Sox2,122654401,1
Sox2,122654426,2
Sox2,122654451,1
Sox2,122654476,0
Sox2,122654501,0
Sox2,122654526,0
Sox2,122654551,0
Sox2,122654576,0
Sox2,122654601,0
Sox2,122654626,0
Sox2,122654651,0
Sox2,122654676,0
Sox2,122654701,0
Sox2,122654726,0
Sox2,122654751,0
Sox2,122654776,0
Sox2,122654801,0
Sox2,122654826,0
Sox2,122654851,0
Sox2,122654876,0
Sox2,122654901,0
Sox2,122654926,0
Sox2,122654951,0
Sox2,122654976,0
Sox2,122655001,0
Sox2,122655026,0
Sox2,122655051,0
Sox2,122655076,0
Sox2,122655101,0
Sox2,122655126,1
Sox2,122655151,1
Sox2,122655176,0
Sox2,122655201,0
Sox2,122655226,0
Sox2,122655251,0
Sox2,122655276,0
Sox2,122655301,0
Sox2,122655326,0
Sox2,122655351,0
Sox2,122655376,0
Sox2,122655401,0
Sox2,122655426,0
Sox2,122655451,0
Sox2,122655476,0
Sox2,122655501,0
Sox2,122655526,0
Sox2,122655551,0
Sox2,122655576,0
Sox2,122655601,0
Sox2,122655626,0
Sox2,122655651,0
Sox2,122655676,1
Sox2,122655701,1
Sox2,122655726,0
Sox2,122655751,0
Sox2,122655776,0
Sox2,122655801,0
Sox2,122655826,0
Sox2,122655851,0
Sox2,122655876,0
Sox2,122655901,0
Sox2,122655926,0
Sox2,122655951,1
Sox2,122655976,1
Sox2,122656001,0
Sox2,122656026,0
Sox2,122656051,1
Sox2,122656076,1
Sox2,122656101,1
Sox2,122656126,1
Sox2,122656151,1
Sox2,122656176,0
Sox2,122656201,0
Sox2,122656226,0
Sox2,122656251,0
Sox2,122656276,0
Sox2,122656301,0
Sox2,122656326,0
Sox2,122656351,0
Sox2,122656376,0
Sox2,122656401,0
Sox2,122656426,1
Sox2,122656451,1
Sox2,122656476,1
Sox2,122656501,0
Sox2,122656526,1
Sox2,122656551,2
Sox2,122656576,1
Sox2,122656601,0
Sox2,122656626,0
Sox2,122656651,0
Sox2,122656676,0
Sox2,122656701,1
Sox2,122656726,1
Sox2,122656751,0
Sox2,122656776,0
Sox2,122656801,0
Sox2,122656826,0
Sox2,122656851,0
Sox2,122656876,0
Sox2,122656901,0
Sox2,122656926,0
Sox2,122656951,0
Sox2,122656976,0
Sox2,122657001,0
Sox2,122657026,0
Sox2,122657051,0
Sox2,122657076,1
Sox2,122657101,3
Sox2,122657126,2
Sox2,122657151,0
Sox2,122657176,1
Sox2,122657201,2
Sox2,122657226,1
Sox2,122657251,1
Sox2,122657276,1
Sox2,122657301,1
Sox2,122657326,1
Sox2,122657351,0
Sox2,122657376,1
Sox2,122657401,6
Sox2,122657426,5
Sox2,122657451,1
Sox2,122657476,2
Sox2,122657501,2
Sox2,122657526,2
Sox2,122657551,3
Sox2,122657576,2
Sox2,122657601,0
Sox2,122657626,0
Sox2,122657651,0
Sox2,122657676,0
Sox2,122657701,0
Sox2,122657726,1
Sox2,122657751,1
Sox2,122657776,1
Sox2,122657801,1
Sox2,122657826,1
Sox2,122657851,0
Sox2,122657876,0
Sox2,122657901,0
Sox2,122657926,0
Sox2,122657951,0
Sox2,122657976,0
Sox2,122658001,1
Sox2,122658026,1
Sox2,122658051,0
Sox2,122658076,0
Sox2,122658101,0
Sox2,122658126,0
Sox2,122658151,1
Sox2,122658176,1
Sox2,122658201,0
Sox2,122658226,0
Sox2,122658251,1
Sox2,122658276,1
Sox2,122658301,0
Sox2,122658326,0
Sox2,122658351,0
Sox2,122658376,0
Sox2,122658401,0
Sox2,122658426,2
Sox2,122658451,5
Sox2,122658476,3
Sox2,122658501,0
Sox2,122658526,0
Sox2,122658551,0
Sox2,122658576,0
Sox2,122658601,0
Sox2,122658626,0
Sox2,122658651,0
Sox2,122658676,0
Sox2,122658701,0
Sox2,122658726,0
Sox2,122658751,0
Sox2,122658776,0
Sox2,122658801,0
Sox2,122658826,0
Sox2,122658851,0
Sox2,122658876,1
Sox2,122658901,2
Sox2,122658926,1
Sox2,122658951,1
Sox2,122658976,1
Sox2,122659001,2
Sox2,122659026,2
Sox2,122659051,0
Sox2,122659076,0
Sox2,122659101,0
Sox2,122659126,0
Sox2,122659151,0
Sox2,122659176,0
Sox2,122659201,1
Sox2,122659226,1
Sox2,122659251,0
Sox2,122659276,0
Sox2,122659301,0
Sox2,122659326,0
Sox2,122659351,0
Sox2,122659376,0
Sox2,122659401,0
Sox2,122659426,0
Sox2,122659451,0
Sox2,122659476,0
Sox2,122659501,0
Sox2,122659526,0
Sox2,122659551,0
Sox2,122659576,0
Sox2,122659601,0
Sox2,122659626,0
Sox2,122659651,0
Sox2,122659676,0
Sox2,122659701,0
Sox2,122659726,0
Sox2,122659751,0
Sox2,122659776,0
Sox2,122659801,0
Sox2,122659826,0
Sox2,122659851,0
Sox2,122659876,0
Sox2,122659901,1
Sox2,122659926,1
Sox2,122659951,0
Sox2,122659976,0
Sox2,122660001,0
Sox2,122660026,0
Sox2,122660051,0
Sox2,122660076,0
Sox2,122660101,0
Sox2,122660126,0
Sox2,122660151,0
Sox2,122660176,0
Sox2,122660201,0
Sox2,122660226,0
Sox2,122660251,0
Sox2,122660276,0
Sox2,122660301,0
Sox2,122660326,0
Sox2,122660351,0
Sox2,122660376,0
Sox2,122660401,0
Sox2,122660426,0
Sox2,122660451,1
Sox2,122660476,1
Sox2,122660501,0
Sox2,122660526,0
Sox2,122660551,0
Sox2,122660576,0
Sox2,122660601,0
Sox2,122660626,0
Sox2,122660651,0
Sox2,122660676,0
Sox2,122660701,0
Sox2,122660726,0
Sox2,122660751,0
Sox2,122660776,0
Sox2,122660801,0
Sox2,122660826,0
Sox2,122660851,0
Sox2,122660876,0
Sox2,122660901,0
Sox2,122660926,0
Sox2,122660951,0
Sox2,122660976,0
Sox2,122661001,0
Sox2,122661026,0
Sox2,122661051,0
Sox2,122661076,0
Sox2,122661101,0
Sox2,122661126,0
Sox2,122661151,0
Sox2,122661176,0
Sox2,122661201,0
Sox2,122661226,0
Nanog,122639701,0
Nanog,122639726,0
Nanog,122639751,0
Nanog,122639776,1
Nanog,122639801,1
Nanog,122639826,1
Nanog,122639851,1
Nanog,122639876,0
Nanog,122639901,0
Nanog,122639926,0
Nanog,122639951,1
Nanog,122639976,1
Nanog,122640001,0
Nanog,122640026,0
Nanog,122640051,0
Nanog,122640076,0
Nanog,122640101,0
Nanog,122640126,0
Nanog,122640151,0
Nanog,122640176,0
Nanog,122640201,2
Nanog,122640226,3
Nanog,122640251,3
Nanog,122640276,2
Nanog,122640301,2
Nanog,122640326,3
Nanog,122640351,2
Nanog,122640376,3
Nanog,122640401,2
Nanog,122640426,0
Nanog,122640451,0
Nanog,122640476,0
Nanog,122640501,0
Nanog,122640526,0
Nanog,122640551,0
Nanog,122640576,0
Nanog,122640601,0
Nanog,122640626,0
Nanog,122640651,0
Nanog,122640676,0
Nanog,122640701,0
Nanog,122640726,0
Nanog,122640751,0
Nanog,122640776,2
Nanog,122640801,2
Nanog,122640826,0
Nanog,122640851,0
Nanog,122640876,0
Nanog,122640901,0
Nanog,122640926,0
Nanog,122640951,0
Nanog,122640976,0
Nanog,122641001,0
Nanog,122641026,0
Nanog,122641051,0
Nanog,122641076,0
Nanog,122641101,0
Nanog,122641126,1
Nanog,122641151,1
Nanog,122641176,0
Nanog,122641201,0
Nanog,122641226,1
Nanog,122641251,2
Nanog,122641276,1
Nanog,122641301,0
Nanog,122641326,1
Nanog,122641351,1
Nanog,122641376,0
Nanog,122641401,0
Nanog,122641426,0
Nanog,122641451,0
Nanog,122641476,0
Nanog,122641501,0
Nanog,122641526,0
Nanog,122641551,0
Nanog,122641576,0
Nanog,122641601,0
Nanog,122641626,0
Nanog,122641651,0
Nanog,122641676,0
Nanog,122641701,0
Nanog,122641726,1
Nanog,122641751,1
Nanog,122641776,0
Nanog,122641801,0
Nanog,122641826,0
Nanog,122641851,0
Nanog,122641876,0
Nanog,122641901,0
Nanog,122641926,0
Nanog,122641951,0
Nanog,122641976,0
Nanog,122642001,0
Nanog,122642026,1
Nanog,122642051,1
Nanog,122642076,1
Nanog,122642101,1
Nanog,122642126,0
Nanog,122642151,0
Nanog,122642176,0
Nanog,122642201,0
Nanog,122642226,0
Nanog,122642251,0
Nanog,122642276,0
Nanog,122642301,0
Nanog,122642326,0
Nanog,122642351,0
Nanog,122642376,0
Nanog,122642401,0
Nanog,122642426,0
Nanog,122642451,0
Nanog,122642476,0
Nanog,122642501,0
Nanog,122642526,0
Nanog,122642551,0
Nanog,122642576,0
Nanog,122642601,1
Nanog,122642626,1
Nanog,122642651,0
Nanog,122642676,0
Nanog,122642701,0
Nanog,122642726,0
Nanog,122642751,0
Nanog,122642776,0
Nanog,122642801,0
Nanog,122642826,0
Nanog,122642851,0
Nanog,122642876,0
Nanog,122642901,0
Nanog,122642926,0
Nanog,122642951,0
Nanog,122642976,0
Nanog,122643001,0
Nanog,122643026,1
Nanog,122643051,1
Nanog,122643076,1
Nanog,122643101,1
Nanog,122643126,0
Nanog,122643151,0
Nanog,122643176,0
Nanog,122643201,1
Nanog,122643226,1
Nanog,122643251,0
Nanog,122643276,0
Nanog,122643301,0
Nanog,122643326,0
Nanog,122643351,1
Nanog,122643376,1
Nanog,122643401,0
Nanog,122643426,0
Nanog,122643451,0
Nanog,122643476,0
Nanog,122643501,1
Nanog,122643526,1
Nanog,122643551,0
Nanog,122643576,0
Nanog,122643601,0
Nanog,122643626,0
Nanog,122643651,0
Nanog,122643676,0
Nanog,122643701,0
Nanog,122643726,0
Nanog,122643751,0
Nanog,122643776,0
Nanog,122643801,0
Nanog,122643826,0
Nanog,122643851,0
Nanog,122643876,0
Nanog,122643901,0
Nanog,122643926,0
Nanog,122643951,0
Nanog,122643976,1
Nanog,122644001,1
Nanog,122644026,1
Nanog,122644051,1
Nanog,122644076,0
Nanog,122644101,0
Nanog,122644126,0
Nanog,122644151,0
Nanog,122644176,0
Nanog,122644201,2
Nanog,122644226,2
Nanog,122644251,3
Nanog,122644276,3
Nanog,122644301,1
Nanog,122644326,2
Nanog,122644351,1
Nanog,122644376,0
Nanog,122644401,0
Nanog,122644426,1
Nanog,122644451,1
Nanog,122644476,0
Nanog,122644501,0
Nanog,122644526,0
Nanog,122644551,0
Nanog,122644576,0
Nanog,122644601,0
Nanog,122644626,0
Nanog,122644651,0
Nanog,122644676,0
Nanog,122644701,0
Nanog,122644726,0
Nanog,122644751,0
Nanog,122644776,0
Nanog,122644801,0
Nanog,122644826,0
Nanog,122644851,0
Nanog,122644876,0
Nanog,122644901,1
Nanog,122644926,1
Nanog,122644951,1
Nanog,122644976,1
Nanog,122645001,0
Nanog,122645026,0
Nanog,122645051,0
Nanog,122645076,0
Nanog,122645101,0
Nanog,122645126,0
Nanog,122645151,1
Nanog,122645176,1
Nanog,122645201,0
Nanog,122645226,2
Nanog,122645251,3
Nanog,122645276,1
Nanog,122645301,0
Nanog,122645326,0
Nanog,122645351,2
Nanog,122645376,2
Nanog,122645401,1
Nanog,122645426,0
Nanog,122645451,0
Nanog,122645476,0
Nanog,122645501,0
Nanog,122645526,0
Nanog,122645551,0
Nanog,122645576,0
Nanog,122645601,0
Nanog,122645626,0
Nanog,122645651,1
Nanog,122645676,1
Nanog,122645701,1
Nanog,122645726,1
Nanog,122645751,0
Nanog,122645776,0
Nanog,122645801,0
Nanog,122645826,0
Nanog,122645851,0
Nanog,122645876,0
Nanog,122645901,0
Nanog,122645926,0
Nanog,122645951,0
Nanog,122645976,0
Nanog,122646001,0
Nanog,122646026,0
Nanog,122646051,0
Nanog,122646076,0
Nanog,122646101,0
Nanog,122646126,0
Nanog,122646151,0
Nanog,122646176,0
Nanog,122646201,0
Nanog,122646226,0
Nanog,122646251,0
Nanog,122646276,0
Nanog,122646301,0
Nanog,122646326,0
Nanog,122646351,0
Nanog,122646376,0
Nanog,122646401,0
Nanog,122646426,0
Nanog,122646451,0
Nanog,122646476,0
Nanog,122646501,0
Nanog,122646526,0
Nanog,122646551,0
Nanog,122646576,0
Nanog,122646601,0
Nanog,122646626,0
Nanog,122646651,0
Nanog,122646676,0
Nanog,122646701,0
Nanog,122646726,0
Nanog,122646751,0
Nanog,122646776,0
Nanog,122646801,0
Nanog,122646826,0
Nanog,122646851,0
Nanog,122646876,0
Nanog,122646901,0
Nanog,122646926,0
Nanog,122646951,1
Nanog,122646976,2
Nanog,122647001,1
Nanog,122647026,0
Nanog,122647051,0
Nanog,122647076,0
Nanog,122647101,1
Nanog,122647126,1
Nanog,122647151,0
Nanog,122647176,0
Nanog,122647201,0
Nanog,122647226,0
Nanog,122647251,0
Nanog,122647276,0
Nanog,122647301,0
Nanog,122647326,0
Nanog,122647351,0
Nanog,122647376,0
Nanog,122647401,1
Nanog,122647426,1
Nanog,122647451,0
Nanog,122647476,0
Nanog,122647501,0
Nanog,122647526,0
Nanog,122647551,1
Nanog,122647576,1
Nanog,122647601,0
Nanog,122647626,0
Nanog,122647651,0
Nanog,122647676,0
Nanog,122647701,0
Nanog,122647726,0
Nanog,122647751,0
Nanog,122647776,0
Nanog,122647801,0
Nanog,122647826,0
Nanog,122647851,0
Nanog,122647876,0
Nanog,122647901,0
Nanog,122647926,0
Nanog,122647951,1
Nanog,122647976,1
Nanog,122648001,0
Nanog,122648026,0
Nanog,122648051,0
Nanog,122648076,0
Nanog,122648101,0
Nanog,122648126,0
Nanog,122648151,0
Nanog,122648176,0
Nanog,122648201,0
Nanog,122648226,0
Nanog,122648251,0
Nanog,122648276,0
Nanog,122648301,0
Nanog,122648326,0
Nanog,122648351,0
Nanog,122648376,0
Nanog,122648401,0
Nanog,122648426,0
Nanog,122648451,0
Nanog,122648476,0
Nanog,122648501,0
Nanog,122648526,0
Nanog,122648551,0
Nanog,122648576,0
Nanog,122648601,0
Nanog,122648626,0
Nanog,122648651,0
Nanog,122648676,0
Nanog,122648701,0
Nanog,122648726,1
Nanog,122648751,1
Nanog,122648776,0
Nanog,122648801,0
Nanog,122648826,0
Nanog,122648851,0
Nanog,122648876,0
Nanog,122648901,0
Nanog,122648926,0
Nanog,122648951,0
Nanog,122648976,0
Nanog,122649001,0
Nanog,122649026,0
Nanog,122649051,0
Nanog,122649076,0
Nanog,122649101,0
Nanog,122649126,0
Nanog,122649151,0
Nanog,122649176,0
Nanog,122649201,0
Nanog,122649226,1
Nanog,122649251,1
Nanog,122649276,0
Nanog,122649301,0
Nanog,122649326,0
Nanog,122649351,0
Nanog,122649376,0
Nanog,122649401,0
Nanog,122649426,0
Nanog,122649451,0
Nanog,122649476,0
Nanog,122649501,0
Nanog,122649526,0
Nanog,122649551,0
Nanog,122649576,0
Nanog,122649601,0
Nanog,122649626,1
Nanog,122649651,1
Nanog,122649676,0
Nanog,122649701,0
Nanog,122649726,0
Nanog,122649751,0
Nanog,122649776,0
Nanog,122649801,0
Nanog,122649826,0
Nanog,122649851,0
Nanog,122649876,1
Nanog,122649901,1
Nanog,122649926,0
Nanog,122649951,0
Nanog,122649976,0
Nanog,122650001,0
Nanog,122650026,0
Nanog,122650051,0
Nanog,122650076,0
Nanog,122650101,0
Nanog,122650126,1
Nanog,122650151,1
Nanog,122650176,0
Nanog,122650201,0
Nanog,122650226,0
Nanog,122650251,0
Nanog,122650276,0
Nanog,122650301,0
Nanog,122650326,0
Nanog,122650351,0
Nanog,122650376,0
Nanog,122650401,0
Nanog,122650426,0
Nanog,122650451,0
Nanog,122650476,1
Nanog,122650501,1
Nanog,122650526,0
Nanog,122650551,0
Nanog,122650576,0
Nanog,122650601,0
Nanog,122650626,0
Nanog,122650651,0
Nanog,122650676,0
Nanog,122650701,0
Nanog,122650726,0
Nanog,122650751,0
Nanog,122650776,0
Nanog,122650801,0
Nanog,122650826,0
Nanog,122650851,0
Nanog,122650876,0
Nanog,122650901,0
Nanog,122650926,0
Nanog,122650951,0
Nanog,122650976,0
Nanog,122651001,0
Nanog,122651026,0
Nanog,122651051,0
Nanog,122651076,0
Nanog,122651101,0
Nanog,122651126,0
Nanog,122651151,1
Nanog,122651176,1
Nanog,122651201,0
Nanog,122651226,0
Nanog,122651251,0
Nanog,122651276,0
Nanog,122651301,0
Nanog,122651326,0
Nanog,122651351,0
Nanog,122651376,0
Nanog,122651401,0
Nanog,122651426,0
Nanog,122651451,2
Nanog,122651476,2
Nanog,122651501,0
Nanog,122651526,0
Nanog,122651551,0
Nanog,122651576,1
Nanog,122651601,1
Nanog,122651626,2
Nanog,122651651,2
Nanog,122651676,1
Nanog,122651701,1
Nanog,122651726,0
Nanog,122651751,0
Nanog,122651776,0
Nanog,122651801,0
Nanog,122651826,0
Nanog,122651851,0
Nanog,122651876,0
Nanog,122651901,0
Nanog,122651926,0
Nanog,122651951,0
Nanog,122651976,0
Nanog,122652001,0
Nanog,122652026,0
Nanog,122652051,0
Nanog,122652076,0
Nanog,122652101,0
Nanog,122652126,0
Nanog,122652151,0
Nanog,122652176,0
Nanog,122652201,0
Nanog,122652226,0
Nanog,122652251,0
Nanog,122652276,0
Nanog,122652301,1
Nanog,122652326,1
Nanog,122652351,0
Nanog,122652376,0
Nanog,122652401,1
Nanog,122652426,3
Nanog,122652451,2
Nanog,122652476,3
Nanog,122652501,5
Nanog,122652526,8
Nanog,122652551,8
Nanog,122652576,8
Nanog,122652601,14
Nanog,122652626,13
Nanog,122652651,12
Nanog,122652676,12
Nanog,122652701,7
Nanog,122652726,5
Nanog,122652751,4
Nanog,122652776,2
Nanog,122652801,2
Nanog,122652826,2
Nanog,122652851,0
Nanog,122652876,0
Nanog,122652901,0
Nanog,122652926,1
Nanog,122652951,1
Nanog,122652976,1
Nanog,122653001,5
Nanog,122653026,6
Nanog,122653051,2
Nanog,122653076,0
Nanog,122653101,2
Nanog,122653126,2
Nanog,122653151,0
Nanog,122653176,0
Nanog,122653201,0
Nanog,122653226,0
Nanog,122653251,0
Nanog,122653276,0
Nanog,122653301,0
Nanog,122653326,0
Nanog,122653351,0
Nanog,122653376,0
Nanog,122653401,0
Nanog,122653426,0
Nanog,122653451,0
Nanog,122653476,1
Nanog,122653501,1
Nanog,122653526,1
Nanog,122653551,1
Nanog,122653576,1
Nanog,122653601,2
Nanog,122653626,3
Nanog,122653651,3
Nanog,122653676,1
Nanog,122653701,0
Nanog,122653726,0
Nanog,122653751,0
Nanog,122653776,0
Nanog,122653801,0
Nanog,122653826,0
Nanog,122653851,1
Nanog,122653876,1
Nanog,122653901,0
Nanog,122653926,0
Nanog,122653951,2
Nanog,122653976,2
Nanog,122654001,0
Nanog,122654026,0
Nanog,122654051,0
Nanog,122654076,0
Nanog,122654101,0
Nanog,122654126,0
Nanog,122654151,0
Nanog,122654176,1
Nanog,122654201,1
Nanog,122654226,0
Nanog,122654251,1
Nanog,122654276,1
Nanog,122654301,0
Nanog,122654326,0
Nanog,122654351,0
Nanog,122654376,0
Nanog,122654401,0
Nanog,122654426,0
Nanog,122654451,0
Nanog,122654476,0
Nanog,122654501,0
Nanog,122654526,0
Nanog,122654551,0
Nanog,122654576,0
Nanog,122654601,0
Nanog,122654626,0
Nanog,122654651,0
Nanog,122654676,0
Nanog,122654701,0
Nanog,122654726,0
Nanog,122654751,0
Nanog,122654776,0
Nanog,122654801,0
Nanog,122654826,0
Nanog,122654851,0
Nanog,122654876,0
Nanog,122654901,0
Nanog,122654926,0
Nanog,122654951,0
Nanog,122654976,1
Nanog,122655001,1
Nanog,122655026,0
Nanog,122655051,0
Nanog,122655076,0
Nanog,122655101,0
Nanog,122655126,0
Nanog,122655151,0
Nanog,122655176,1
Nanog,122655201,1
Nanog,122655226,0
Nanog,122655251,0
Nanog,122655276,0
Nanog,122655301,0
Nanog,122655326,0
Nanog,122655351,0
Nanog,122655376,0
Nanog,122655401,1
Nanog,122655426,1
Nanog,122655451,0
Nanog,122655476,0
Nanog,122655501,0
Nanog,122655526,0
Nanog,122655551,0
Nanog,122655576,0
Nanog,122655601,0
Nanog,122655626,0
Nanog,122655651,0
Nanog,122655676,0
Nanog,122655701,0
Nanog,122655726,0
Nanog,122655751,0
Nanog,122655776,0
Nanog,122655801,1
Nanog,122655826,1
Nanog,122655851,1
Nanog,122655876,2
Nanog,122655901,1
Nanog,122655926,0
Nanog,122655951,1
Nanog,122655976,1
Nanog,122656001,0
Nanog,122656026,0
Nanog,122656051,0
Nanog,122656076,2
Nanog,122656101,3
Nanog,122656126,1
Nanog,122656151,0
Nanog,122656176,0
Nanog,122656201,0
Nanog,122656226,0
Nanog,122656251,1
Nanog,122656276,1
Nanog,122656301,0
Nanog,122656326,0
Nanog,122656351,0
Nanog,122656376,1
Nanog,122656401,2
Nanog,122656426,1
Nanog,122656451,0
Nanog,122656476,0
Nanog,122656501,0
Nanog,122656526,0
Nanog,122656551,0
Nanog,122656576,0
Nanog,122656601,0
Nanog,122656626,0
Nanog,122656651,0
Nanog,122656676,2
Nanog,122656701,2
Nanog,122656726,1
Nanog,122656751,0
Nanog,122656776,0
Nanog,122656801,2
Nanog,122656826,2
Nanog,122656851,0
Nanog,122656876,1
Nanog,122656901,1
Nanog,122656926,0
Nanog,122656951,1
Nanog,122656976,1
Nanog,122657001,0
Nanog,122657026,0
Nanog,122657051,0
Nanog,122657076,0
Nanog,122657101,0
Nanog,122657126,0
Nanog,122657151,0
Nanog,122657176,0
Nanog,122657201,0
Nanog,122657226,1
Nanog,122657251,1
Nanog,122657276,0
Nanog,122657301,2
Nanog,122657326,2
Nanog,122657351,1
Nanog,122657376,3
Nanog,122657401,3
Nanog,122657426,2
Nanog,122657451,2
Nanog,122657476,3
Nanog,122657501,2
Nanog,122657526,0
Nanog,122657551,0
Nanog,122657576,0
Nanog,122657601,0
Nanog,122657626,0
Nanog,122657651,1
Nanog,122657676,2
Nanog,122657701,2
Nanog,122657726,1
Nanog,122657751,1
Nanog,122657776,3
Nanog,122657801,2
Nanog,122657826,0
Nanog,122657851,2
Nanog,122657876,2
Nanog,122657901,1
Nanog,122657926,1
Nanog,122657951,0
Nanog,122657976,0
Nanog,122658001,0
Nanog,122658026,0
Nanog,122658051,0
Nanog,122658076,0
Nanog,122658101,0
Nanog,122658126,0
Nanog,122658151,0
Nanog,122658176,0
Nanog,122658201,0
Nanog,122658226,0
Nanog,122658251,0
Nanog,122658276,0
Nanog,122658301,0
Nanog,122658326,1
Nanog,122658351,1
Nanog,122658376,1
Nanog,122658401,1
Nanog,122658426,0
Nanog,122658451,1
Nanog,122658476,2
Nanog,122658501,1
Nanog,122658526,0
Nanog,122658551,1
Nanog,122658576,1
Nanog,122658601,2
Nanog,122658626,3
Nanog,122658651,1
Nanog,122658676,0
Nanog,122658701,0
Nanog,122658726,1
Nanog,122658751,1
Nanog,122658776,0
Nanog,122658801,0
Nanog,122658826,0
Nanog,122658851,0
Nanog,122658876,1
Nanog,122658901,4
Nanog,122658926,3
Nanog,122658951,0
Nanog,122658976,1
Nanog,122659001,1
Nanog,122659026,0
Nanog,122659051,0
Nanog,122659076,0
Nanog,122659101,0
Nanog,122659126,0
Nanog,122659151,0
Nanog,122659176,1
Nanog,122659201,1
Nanog,122659226,1
Nanog,122659251,1
Nanog,122659276,0
Nanog,122659301,0
Nanog,122659326,2
Nanog,122659351,2
Nanog,122659376,1
Nanog,122659401,0
Nanog,122659426,0
Nanog,122659451,0
Nanog,122659476,0
Nanog,122659501,0
Nanog,122659526,0
Nanog,122659551,0
Nanog,122659576,1
Nanog,122659601,1
Nanog,122659626,0
Nanog,122659651,0
Nanog,122659676,0
Nanog,122659701,1
Nanog,122659726,1
Nanog,122659751,0
Nanog,122659776,0
Nanog,122659801,0
Nanog,122659826,0
Nanog,122659851,0
Nanog,122659876,0
Nanog,122659901,1
Nanog,122659926,1
Nanog,122659951,0
Nanog,122659976,0
Nanog,122660001,0
Nanog,122660026,0
Nanog,122660051,0
Nanog,122660076,0
Nanog,122660101,0
Nanog,122660126,0
Nanog,122660151,1
Nanog,122660176,1
Nanog,122660201,1
Nanog,122660226,1
Nanog,122660251,0
Nanog,122660276,0
Nanog,122660301,0
Nanog,122660326,1
Nanog,122660351,1
Nanog,122660376,0
Nanog,122660401,0
Nanog,122660426,0
Nanog,122660451,0
Nanog,122660476,0
Nanog,122660501,0
Nanog,122660526,0
Nanog,122660551,0
Nanog,122660576,0
Nanog,122660601,0
Nanog,122660626,0
Nanog,122660651,1
Nanog,122660676,1
Nanog,122660701,1
Nanog,122660726,1
Nanog,122660751,0
Nanog,122660776,0
Nanog,122660801,0
Nanog,122660826,0
Nanog,122660851,0
Nanog,122660876,0
Nanog,122660901,0
Nanog,122660926,0
Nanog,122660951,0
Nanog,122660976,0
Nanog,122661001,0
Nanog,122661026,0
Nanog,122661051,0
Nanog,122661076,0
Nanog,122661101,0
Nanog,122661126,0
Nanog,122661151,0
Nanog,122661176,0
Nanog,122661201,1
Nanog,122661226,0
Tcfcp2l1,122639701,1
Tcfcp2l1,122639726,0
Tcfcp2l1,122639751,0
Tcfcp2l1,122639776,1
Tcfcp2l1,122639801,1
Tcfcp2l1,122639826,0
Tcfcp2l1,122639851,0
